timestamp,product,best_bid,best_ask,mid,spread,micro_price,best_bid_vol,best_ask_vol,best_bid_own,best_ask_own,total_bid_vol,total_ask_vol,total_own_bid_vol,total_own_ask_vol,bid_levels,ask_levels,imbalance,top_imbalance,weighted_mid,tick_size
1772293776.1772528,LHR_COUNT,3289.0,3296.0,3292.5,7.0,3292.5,5.0,5.0,0.0,0.0,43.0,219.0,0.0,0.0,9,6,-0.6717557251908397,0.0,3284.9984639016893,1
1772293777.37821,LHR_COUNT,3289.0,3296.0,3292.5,7.0,3292.5,5.0,5.0,0.0,0.0,35.0,219.0,0.0,0.0,9,6,-0.7244094488188977,0.0,3284.9984639016893,1
1772293777.5765905,LHR_COUNT,3289.0,3296.0,3292.5,7.0,3292.1111111111113,4.0,5.0,0.0,0.0,11.0,212.0,0.0,0.0,6,4,-0.9013452914798207,-0.1111111111111111,3272.529379641765,1
1772293777.777931,LHR_COUNT,3289.0,3296.0,3292.5,7.0,3292.1111111111113,4.0,5.0,0.0,0.0,8.0,12.0,0.0,0.0,4,3,-0.2,-0.1111111111111111,3285.0175438596493,1
1772293779.1801736,LHR_COUNT,3294.0,3296.0,3295.0,2.0,3295.230769230769,8.0,5.0,0.0,0.0,16.0,12.0,0.0,0.0,5,3,0.14285714285714285,0.23076923076923078,3297.81684981685,1
1772293780.3821747,LHR_COUNT,3253.0,3312.0,3282.5,59.0,3269.8571428571427,2.0,5.0,0.0,0.0,4.0,207.0,0.0,0.0,3,3,-0.9620853080568721,-0.42857142857142855,-12516.202080042129,1
1772293781.3820214,LHR_COUNT,3253.0,3322.0,3287.5,69.0,3253.6831683168316,2.0,200.0,0.0,0.0,4.0,202.0,0.0,0.0,3,2,-0.9611650485436893,-0.9801980198019802,-12508.769032971257,1
1772293781.78858,LHR_COUNT,3297.0,3322.0,3309.5,25.0,3297.9615384615386,8.0,200.0,0.0,0.0,12.0,202.0,0.0,0.0,4,2,-0.8878504672897196,-0.9230769230769231,3285.963463952029,1
1772293782.5852067,LHR_COUNT,3297.0,3312.0,3304.5,15.0,3306.230769230769,8.0,5.0,0.0,0.0,20.0,207.0,0.0,0.0,5,3,-0.8237885462555066,0.23076923076923078,3283.8533333333335,1
1772293783.9848459,LHR_COUNT,3297.0,3312.0,3304.5,15.0,3306.230769230769,8.0,5.0,0.0,0.0,18.0,207.0,0.0,0.0,4,3,-0.84,0.23076923076923078,3284.5839752567695,1
1772293784.7857175,LHR_COUNT,3297.0,3312.0,3304.5,15.0,3306.230769230769,8.0,5.0,0.0,0.0,18.0,205.0,0.0,0.0,4,2,-0.8385650224215246,0.23076923076923078,3284.609833650006,1
1772293785.38625,LHR_COUNT,3298.0,3311.0,3304.5,13.0,3304.5,2.0,2.0,0.0,0.0,20.0,207.0,0.0,0.0,5,3,-0.8237885462555066,0.0,3288.4432850241546,1
1772293786.5886364,LHR_COUNT,3298.0,3311.0,3304.5,13.0,3304.5,2.0,2.0,0.0,0.0,28.0,7.0,0.0,0.0,6,2,0.6,0.0,3304.3898412698413,1
1772293787.988722,LHR_COUNT,3299.0,3311.0,3305.0,12.0,3308.6,8.0,2.0,0.0,0.0,30.0,14.0,0.0,0.0,8,4,0.36363636363636365,0.6,3306.1818181818185,1
1772293791.1931539,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.3333333333335,7.0,2.0,0.0,0.0,29.0,214.0,0.0,0.0,8,5,-0.7613168724279835,0.5555555555555556,3310.450304259635,1
1772293795.3971672,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.6470588235293,15.0,2.0,0.0,0.0,37.0,214.0,0.0,0.0,8,5,-0.7051792828685259,0.7647058823529411,3312.211891891892,1
1772293795.598556,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.6470588235293,15.0,2.0,0.0,0.0,37.0,14.0,0.0,0.0,8,4,0.45098039215686275,0.7647058823529411,3312.211891891892,1
1772293797.2009857,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.6470588235293,15.0,2.0,0.0,0.0,36.0,9.0,0.0,0.0,7,3,0.6,0.7647058823529411,3314.705620915033,1
1772293798.2009194,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.76,23.0,2.0,0.0,0.0,44.0,9.0,0.0,0.0,7,3,0.660377358490566,0.84,3315.608946608946,1
1772293798.4028032,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.76,23.0,2.0,0.0,0.0,43.0,2.0,0.0,0.0,6,1,0.9111111111111111,0.84,3310.669264069264,1
1772293799.6037989,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.76,23.0,2.0,0.0,0.0,56.0,2.0,0.0,0.0,8,1,0.9310344827586207,0.84,3310.74358974359,1
1772293800.6036944,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.76,23.0,2.0,0.0,0.0,56.0,7.0,0.0,0.0,8,2,0.7777777777777778,0.84,3310.805701544832,1
1772293800.8059356,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.684210526316,17.0,2.0,0.0,0.0,50.0,207.0,0.0,0.0,8,3,-0.6108949416342413,0.7894736842105263,3307.3114734299515,1
1772293801.0039952,LHR_COUNT,3308.0,3311.0,3309.5,3.0,3310.684210526316,17.0,2.0,0.0,0.0,48.0,207.0,0.0,0.0,7,3,-0.6235294117647059,0.7894736842105263,3307.3114734299515,1
1772293802.4082031,LHR_COUNT,3308.0,3312.0,3310.0,4.0,3311.0,15.0,5.0,0.0,0.0,38.0,205.0,0.0,0.0,6,2,-0.6872427983539094,0.5,3307.0848124391573,1
1772293802.806726,LHR_COUNT,3308.0,3312.0,3310.0,4.0,3311.0,15.0,5.0,0.0,0.0,46.0,205.0,0.0,0.0,6,2,-0.6334661354581673,0.5,3307.6464081034255,1
1772293803.6079974,LHR_COUNT,3309.0,3312.0,3310.5,3.0,3309.8571428571427,2.0,5.0,0.0,0.0,48.0,205.0,0.0,0.0,7,2,-0.6205533596837944,-0.42857142857142855,3308.8537703329666,1
1772293803.8113203,LHR_COUNT,3309.0,3311.0,3310.0,2.0,3310.0,2.0,2.0,0.0,0.0,43.0,207.0,0.0,0.0,6,3,-0.656,0.0,3308.8273825208603,1
1772293805.410243,LHR_COUNT,3309.0,3311.0,3310.0,2.0,3310.0,2.0,2.0,0.0,0.0,43.0,7.0,0.0,0.0,6,2,0.72,0.0,3310.905194805195,1
1772293807.8163934,LHR_COUNT,3309.0,3311.0,3310.0,2.0,3310.0,2.0,2.0,0.0,0.0,37.0,214.0,0.0,0.0,7,5,-0.7051792828685259,0.0,3313.6242424242423,1
1772293809.4190602,LHR_COUNT,3309.0,3311.0,3310.0,2.0,3310.0,2.0,2.0,0.0,0.0,45.0,214.0,0.0,0.0,8,5,-0.6525096525096525,0.0,3313.6242424242423,1
1772293812.4196582,LHR_COUNT,3309.0,3311.0,3310.0,2.0,3310.0,2.0,2.0,0.0,0.0,45.0,9.0,0.0,0.0,8,3,0.6666666666666666,0.0,3320.3766233766232,1
1772293815.2216575,LHR_COUNT,3308.0,3322.0,3315.0,14.0,3318.5,15.0,5.0,0.0,0.0,43.0,7.0,0.0,0.0,7,2,0.72,0.5,3324.3709189361366,1
1772293816.8252676,LHR_COUNT,3308.0,3320.0,3314.0,12.0,3308.8372093023254,15.0,200.0,0.0,0.0,41.0,200.0,0.0,0.0,5,1,-0.6597510373443983,-0.8604651162790697,3308.069949576226,1
1772293818.2264068,LHR_COUNT,3308.0,3320.0,3314.0,12.0,3308.8372093023254,15.0,200.0,0.0,0.0,41.0,201.0,0.0,0.0,5,2,-0.6611570247933884,-0.8604651162790697,3308.0626817833904,1
1772293818.626526,LHR_COUNT,3308.0,3320.0,3314.0,12.0,3308.8372093023254,15.0,200.0,0.0,0.0,41.0,203.0,0.0,0.0,5,3,-0.6639344262295082,-0.8604651162790697,3308.0450797895937,1
1772293819.2311966,LHR_COUNT,3308.0,3320.0,3314.0,12.0,3308.8372093023254,15.0,200.0,0.0,0.0,49.0,203.0,0.0,0.0,6,3,-0.6111111111111112,-0.8604651162790697,3308.389220497371,1
1772293819.4281318,LHR_COUNT,3309.0,3320.0,3314.5,11.0,3309.108910891089,2.0,200.0,0.0,0.0,51.0,203.0,0.0,0.0,7,3,-0.5984251968503937,-0.9801980198019802,3308.8994379378655,1
1772293820.4320452,LHR_COUNT,3308.0,3321.0,3314.5,13.0,3319.470588235294,15.0,2.0,0.0,0.0,49.0,3.0,0.0,0.0,6,2,0.8846153846153846,0.7647058823529411,3320.558608058608,1
